timestamp,event_type,token_id,reset_time_utc8
2026-04-01 05:55:24,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-01 13:55:24
2026-04-01 05:55:31,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-01 13:55:31
2026-04-01 10:07:13,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-01 18:07:13
2026-04-01 10:07:21,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-01 18:07:21
2026-04-01 15:06:41,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-01 23:06:41
2026-04-01 15:06:52,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-01 23:06:52
2026-04-01 23:37:49,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 07:37:49
2026-04-01 23:37:59,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 07:37:59
2026-04-02 05:41:55,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 13:41:55
2026-04-02 05:42:03,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 13:42:03
2026-04-02 10:02:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 18:02:43
2026-04-02 10:02:51,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 18:02:51
2026-04-02 14:57:46,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 22:57:46
2026-04-02 14:57:54,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 22:57:54
2026-04-02 23:37:00,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 07:37:00
2026-04-02 23:37:07,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 07:37:07
2026-04-03 05:43:19,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 13:43:19
2026-04-03 05:43:29,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 13:43:29
2026-04-03 09:54:19,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 17:54:19
2026-04-03 09:54:29,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 17:54:29
2026-04-03 14:44:24,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 22:44:24
2026-04-03 14:44:32,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 22:44:32
2026-04-03 23:36:03,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 07:36:03
2026-04-03 23:36:10,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 07:36:10
2026-04-04 05:21:39,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 13:21:39
2026-04-04 05:21:46,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 13:21:46
2026-04-04 09:40:08,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 17:40:08
2026-04-04 09:40:15,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 17:40:15
2026-04-04 14:34:49,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 22:34:49
2026-04-04 14:34:56,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 22:34:56
2026-04-04 23:33:10,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 07:33:10
2026-04-04 23:33:19,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 07:33:19
2026-04-05 05:44:51,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 13:44:51
2026-04-05 05:44:58,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 13:44:58
2026-04-05 09:40:28,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 17:40:28
2026-04-05 09:40:35,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 17:40:35
2026-04-05 14:36:16,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 22:36:16
2026-04-05 14:36:26,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 22:36:26
2026-04-05 23:36:05,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-06 07:36:05
2026-04-05 23:36:13,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-06 07:36:13
2026-04-06 05:59:42,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-06 13:59:42
2026-04-06 05:59:51,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-06 13:59:51
2026-04-06 10:10:51,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-06 18:10:51
2026-04-06 10:11:01,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-06 18:11:01
2026-04-06 14:50:19,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-06 22:50:19
2026-04-06 14:50:27,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-06 22:50:27
2026-04-06 23:38:01,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-07 07:38:01
