timestamp,event_type,token_id,reset_time_utc8
2026-05-01 06:38:05,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-01 14:38:05
2026-05-01 06:38:13,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-01 14:38:13
2026-05-01 10:23:38,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-01 18:23:38
2026-05-01 10:23:47,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-01 18:23:47
2026-05-01 14:57:04,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-01 22:57:04
2026-05-01 14:57:14,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-01 22:57:14
2026-05-01 23:53:37,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-02 07:53:37
2026-05-01 23:53:46,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-02 07:53:46
2026-05-02 06:07:29,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-02 14:07:29
2026-05-02 06:07:36,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-02 14:07:36
2026-05-02 09:59:02,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-02 17:59:02
2026-05-02 09:59:11,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-02 17:59:11
2026-05-02 14:50:09,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-02 22:50:09
2026-05-02 14:50:17,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-02 22:50:17
2026-05-02 23:47:00,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-03 07:47:00
2026-05-02 23:47:09,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-03 07:47:09
2026-05-03 06:27:04,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-03 14:27:04
2026-05-03 06:27:12,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-03 14:27:12
2026-05-03 10:06:19,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-03 18:06:19
2026-05-03 10:06:28,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-03 18:06:28
2026-05-03 14:50:50,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-03 22:50:50
2026-05-03 14:50:59,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-03 22:50:59
2026-05-03 23:49:52,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-04 07:49:52
2026-05-03 23:50:01,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-04 07:50:01
2026-05-04 06:39:16,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-04 14:39:16
2026-05-04 06:39:24,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-04 14:39:24
2026-05-04 11:06:14,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-04 19:06:14
2026-05-04 11:06:22,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-04 19:06:22
2026-05-04 16:02:24,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-05 00:02:24
2026-05-04 16:02:35,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-05 00:02:35
2026-05-04 23:55:05,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-05 07:55:05
2026-05-04 23:55:14,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-05 07:55:14
2026-05-05 06:17:10,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-05 14:17:10
2026-05-05 06:17:17,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-05 14:17:17
2026-05-05 10:47:32,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-05 18:47:32
2026-05-05 10:47:42,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-05 18:47:42
2026-05-05 15:58:54,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-05 23:58:54
2026-05-05 15:59:03,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-05 23:59:03
2026-05-05 23:49:34,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-06 07:49:34
2026-05-05 23:49:41,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-06 07:49:41
2026-05-06 06:29:47,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-06 14:29:47
2026-05-06 06:29:56,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-06 14:29:56
2026-05-06 11:08:17,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-06 19:08:17
2026-05-06 11:08:27,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-06 19:08:27
2026-05-06 16:01:36,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-07 00:01:36
2026-05-06 16:01:45,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-07 00:01:45
2026-05-06 23:53:02,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-07 07:53:02
2026-05-06 23:53:11,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-07 07:53:11
2026-05-07 06:36:37,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-07 14:36:37
2026-05-07 06:36:46,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-07 14:36:46
2026-05-07 11:09:34,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-07 19:09:34
2026-05-07 11:09:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-07 19:09:43
2026-05-07 16:06:11,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-08 00:06:11
2026-05-07 16:06:20,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-08 00:06:20
2026-05-07 23:53:42,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-08 07:53:42
2026-05-07 23:53:49,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-08 07:53:49
2026-05-08 05:58:18,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-08 13:58:18
2026-05-08 05:58:27,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-08 13:58:27
2026-05-08 10:25:01,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-08 18:25:01
2026-05-08 10:25:10,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-08 18:25:10
2026-05-08 15:24:33,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-08 23:24:33
2026-05-08 15:24:40,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-08 23:24:40
2026-05-08 23:56:46,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-09 07:56:46
2026-05-08 23:56:54,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-09 07:56:54
2026-05-09 06:17:51,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-09 14:17:51
2026-05-09 06:17:59,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-09 14:17:59
2026-05-09 10:06:22,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-09 18:06:22
2026-05-09 10:06:30,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-09 18:06:30
2026-05-09 14:52:36,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-09 22:52:36
2026-05-09 14:52:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-09 22:52:43
2026-05-09 23:51:47,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-10 07:51:47
2026-05-09 23:51:57,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-10 07:51:57
2026-05-10 06:33:47,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-10 14:33:47
2026-05-10 06:33:55,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-10 14:33:55
2026-05-10 10:16:48,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-10 18:16:48
2026-05-10 10:16:57,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-10 18:16:57
2026-05-10 14:54:58,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-10 22:54:58
2026-05-10 14:55:07,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-10 22:55:07
2026-05-10 23:54:00,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-11 07:54:00
2026-05-10 23:54:18,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-11 07:54:18
2026-05-11 07:42:39,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-11 15:42:39
2026-05-11 07:42:57,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-11 15:42:57
2026-05-11 12:11:36,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-11 20:11:36
2026-05-11 12:11:57,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-11 20:11:57
2026-05-11 16:33:16,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-12 00:33:16
2026-05-11 16:33:34,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-12 00:33:34
2026-05-11 23:59:56,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-12 07:59:56
2026-05-12 00:00:14,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-12 08:00:14
2026-05-12 06:38:05,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-12 14:38:05
2026-05-12 06:38:25,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-12 14:38:25
2026-05-12 11:22:13,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-12 19:22:13
2026-05-12 11:22:31,SESSION-RESET-TRIGGER,TOKEN_2,2026-05-12 19:22:31
